Name,Surname,FinalScore
Name4749,Surname4749,-4.42457e+08
Name2661,Surname2661,-4.42457e+08
Name3713,Surname3713,-4.42457e+08
Name9972,Surname9972,-4.42457e+08
Name2981,Surname2981,-4.42457e+08
Name843,Surname843,-4.42457e+08
Name4620,Surname4620,-4.42457e+08
Name8692,Surname8692,-4.42457e+08
Name4657,Surname4657,-4.42457e+08
Name5166,Surname5166,-4.42457e+08
Name5601,Surname5601,-4.42457e+08
Name7906,Surname7906,-4.42457e+08
Name2924,Surname2924,-4.42457e+08
Name5206,Surname5206,-4.42457e+08
Name5352,Surname5352,-4.42457e+08
Name5403,Surname5403,-4.42457e+08
Name4927,Surname4927,-4.42457e+08
Name4857,Surname4857,-4.42457e+08
Name351,Surname351,-4.42457e+08
Name4793,Surname4793,-4.42457e+08
Name7083,Surname7083,-4.42457e+08
Name5880,Surname5880,-4.42457e+08
Name9616,Surname9616,-4.42457e+08
Name1972,Surname1972,-4.42457e+08
Name5983,Surname5983,-4.42457e+08
Name4435,Surname4435,-4.42457e+08
Name1337,Surname1337,-4.42457e+08
Name534,Surname534,-4.42457e+08
Name1204,Surname1204,-4.42457e+08
Name6500,Surname6500,-4.42457e+08
Name6451,Surname6451,-4.42457e+08
Name920,Surname920,-4.42457e+08
Name4478,Surname4478,-4.42457e+08
Name7674,Surname7674,-4.42457e+08
Name3281,Surname3281,-4.42457e+08
Name9070,Surname9070,-4.42457e+08
Name3476,Surname3476,-4.42457e+08
Name69,Surname69,-4.42457e+08
Name2512,Surname2512,-4.42457e+08
Name6320,Surname6320,-4.42457e+08
Name1208,Surname1208,-4.42457e+08
Name6440,Surname6440,-4.42457e+08
Name9808,Surname9808,-4.42457e+08
Name648,Surname648,-4.42457e+08
Name349,Surname349,-4.42457e+08
Name6254,Surname6254,-4.42457e+08
Name5838,Surname5838,-4.42457e+08
Name5908,Surname5908,-4.42457e+08
Name6403,Surname6403,-4.42457e+08
Name9053,Surname9053,-4.42457e+08
Name4103,Surname4103,-4.42457e+08
Name6338,Surname6338,-4.42457e+08
Name9050,Surname9050,-4.42457e+08
Name6170,Surname6170,-4.42457e+08
Name3779,Surname3779,-4.42457e+08
Name173,Surname173,-4.42457e+08
Name4461,Surname4461,-4.42457e+08
Name6560,Surname6560,-4.42457e+08
Name325,Surname325,-4.42457e+08
Name5876,Surname5876,-4.42457e+08
Name6965,Surname6965,-4.42457e+08
Name285,Surname285,-4.42457e+08
Name5052,Surname5052,-4.42457e+08
Name6582,Surname6582,-4.42457e+08
Name5240,Surname5240,-4.42457e+08
Name402,Surname402,-4.42457e+08
Name3687,Surname3687,-4.42457e+08
Name2089,Surname2089,-4.42457e+08
Name2127,Surname2127,-4.42457e+08
Name9599,Surname9599,-4.42457e+08
Name1866,Surname1866,-4.42457e+08
Name1821,Surname1821,-4.42457e+08
Name722,Surname722,-4.42457e+08
Name1197,Surname1197,-4.42457e+08
Name2722,Surname2722,-4.42457e+08
Name9324,Surname9324,-4.42457e+08
Name3232,Surname3232,-4.42457e+08
Name5401,Surname5401,-4.42457e+08
Name1160,Surname1160,-4.42457e+08
Name8680,Surname8680,-4.42457e+08
Name4626,Surname4626,-4.42457e+08
Name3807,Surname3807,-4.42457e+08
Name7684,Surname7684,-4.42457e+08
Name7915,Surname7915,-4.42457e+08
Name107,Surname107,-4.42457e+08
Name1310,Surname1310,-4.42457e+08
Name9375,Surname9375,-4.42457e+08
Name9300,Surname9300,-4.42457e+08
Name8574,Surname8574,-4.42457e+08
Name8552,Surname8552,-4.42457e+08
Name5384,Surname5384,-4.42457e+08
Name8231,Surname8231,-4.42457e+08
Name1550,Surname1550,-4.42457e+08
Name9413,Surname9413,-4.42457e+08
Name8025,Surname8025,-4.42457e+08
Name2366,Surname2366,-4.42457e+08
Name4246,Surname4246,-4.42457e+08
Name523,Surname523,-4.42457e+08
Name3877,Surname3877,-4.42457e+08
Name3905,Surname3905,-4.42457e+08
Name1054,Surname1054,-4.42457e+08
Name8919,Surname8919,-4.42457e+08
Name3944,Surname3944,-4.42457e+08
Name9010,Surname9010,-4.42457e+08
Name7280,Surname7280,-4.42457e+08
Name1060,Surname1060,-4.42457e+08
Name4212,Surname4212,-4.42457e+08
Name1145,Surname1145,-4.42457e+08
Name5708,Surname5708,-4.42457e+08
Name5705,Surname5705,-4.42457e+08
Name9235,Surname9235,-4.42457e+08
Name3846,Surname3846,-4.42457e+08
Name35,Surname35,-4.42457e+08
Name5537,Surname5537,-4.42457e+08
Name7970,Surname7970,-4.42457e+08
Name2057,Surname2057,-4.42457e+08
Name2071,Surname2071,-4.42457e+08
Name674,Surname674,-4.42457e+08
Name9982,Surname9982,-4.42457e+08
Name954,Surname954,-4.42457e+08
Name1568,Surname1568,-4.42457e+08
Name6202,Surname6202,-4.42457e+08
Name1494,Surname1494,-4.42457e+08
Name1462,Surname1462,-4.42457e+08
Name7875,Surname7875,-4.42457e+08
Name7772,Surname7772,-4.42457e+08
Name1181,Surname1181,-4.42457e+08
Name736,Surname736,-4.42457e+08
Name6585,Surname6585,-4.42457e+08
Name6962,Surname6962,-4.42457e+08
Name1144,Surname1144,-4.42457e+08
Name7056,Surname7056,-4.42457e+08
Name7070,Surname7070,-4.42457e+08
Name7356,Surname7356,-4.42457e+08
Name3937,Surname3937,-4.42457e+08
Name4491,Surname4491,-4.42457e+08
Name3149,Surname3149,-4.42457e+08
Name4364,Surname4364,-4.42457e+08
Name4315,Surname4315,-4.42457e+08
Name4268,Surname4268,-4.42457e+08
Name4138,Surname4138,-4.42457e+08
Name3235,Surname3235,-4.42457e+08
Name4000,Surname4000,-4.42457e+08
Name4494,Surname4494,-4.42457e+08
Name3341,Surname3341,-4.42457e+08
Name3416,Surname3416,-4.42457e+08
Name3417,Surname3417,-4.42457e+08
Name3782,Surname3782,-4.42457e+08
Name3418,Surname3418,-4.42457e+08
Name3456,Surname3456,-4.42457e+08
Name548,Surname548,-4.42457e+08
Name3773,Surname3773,-4.42457e+08
Name2474,Surname2474,-4.42457e+08
Name5415,Surname5415,-4.42457e+08
Name2202,Surname2202,-4.42457e+08
Name5378,Surname5378,-4.42457e+08
Name2282,Surname2282,-4.42457e+08
Name5292,Surname5292,-4.42457e+08
Name2360,Surname2360,-4.42457e+08
Name5199,Surname5199,-4.42457e+08
Name5125,Surname5125,-4.42457e+08
Name5417,Surname5417,-4.42457e+08
Name5109,Surname5109,-4.42457e+08
Name2665,Surname2665,-4.42457e+08
Name4956,Surname4956,-4.42457e+08
Name2710,Surname2710,-4.42457e+08
Name429,Surname429,-4.42457e+08
Name4795,Surname4795,-4.42457e+08
Name2767,Surname2767,-4.42457e+08
Name2984,Surname2984,-4.42457e+08
Name8502,Surname8502,-4.42457e+08
Name8081,Surname8081,-4.42457e+08
Name9835,Surname9835,-4.42457e+08
Name9154,Surname9154,-4.42457e+08
Name8050,Surname8050,-4.42457e+08
Name9172,Surname9172,-4.42457e+08
Name9078,Surname9078,-4.42457e+08
Name9630,Surname9630,-4.42457e+08
Name8989,Surname8989,-4.42457e+08
Name8970,Surname8970,-4.42457e+08
Name9640,Surname9640,-4.42457e+08
Name8870,Surname8870,-4.42457e+08
Name8433,Surname8433,-4.42457e+08
Name9252,Surname9252,-4.42457e+08
Name8964,Surname8964,-4.42457e+08
Name8881,Surname8881,-4.42457e+08
Name3480,Surname3480,-4.42457e+08
Name6536,Surname6536,-4.42457e+08
Name3885,Surname3885,-4.42457e+08
Name8164,Surname8164,-4.42457e+08
Name3667,Surname3667,-4.42457e+08
Name6571,Surname6571,-4.42457e+08
Name3665,Surname3665,-4.42457e+08
Name3935,Surname3935,-4.42457e+08
Name3597,Surname3597,-4.42457e+08
Name3484,Surname3484,-4.42457e+08
Name4114,Surname4114,-4.42457e+08
Name6712,Surname6712,-4.42457e+08
Name9202,Surname9202,-4.42457e+08
Name6856,Surname6856,-4.42457e+08
Name3289,Surname3289,-4.42457e+08
Name6883,Surname6883,-4.42457e+08
Name9216,Surname9216,-4.42457e+08
Name3064,Surname3064,-4.42457e+08
Name7002,Surname7002,-4.42457e+08
Name2999,Surname2999,-4.42457e+08
Name2864,Surname2864,-4.42457e+08
Name2817,Surname2817,-4.42457e+08
Name9348,Surname9348,-4.42457e+08
Name6193,Surname6193,-4.42457e+08
Name5627,Surname5627,-4.42457e+08
Name5577,Surname5577,-4.42457e+08
Name129,Surname129,-4.42457e+08
Name375,Surname375,-4.42457e+08
Name8385,Surname8385,-4.42457e+08
Name8460,Surname8460,-4.42457e+08
Name389,Surname389,-4.42457e+08
Name5226,Surname5226,-4.42457e+08
Name8238,Surname8238,-4.42457e+08
Name137,Surname137,-4.42457e+08
Name8226,Surname8226,-4.42457e+08
Name5106,Surname5106,-4.42457e+08
Name6007,Surname6007,-4.42457e+08
Name4940,Surname4940,-4.42457e+08
Name4681,Surname4681,-4.42457e+08
Name8950,Surname8950,-4.42457e+08
Name318,Surname318,-4.42457e+08
Name8704,Surname8704,-4.42457e+08
Name4493,Surname4493,-4.42457e+08
Name8707,Surname8707,-4.42457e+08
Name4468,Surname4468,-4.42457e+08
Name6286,Surname6286,-4.42457e+08
Name8738,Surname8738,-4.42457e+08
Name4402,Surname4402,-4.42457e+08
Name6295,Surname6295,-4.42457e+08
Name4387,Surname4387,-4.42457e+08
Name8194,Surname8194,-4.42457e+08
Name4385,Surname4385,-4.42457e+08
Name566,Surname566,-4.42457e+08
Name4087,Surname4087,-4.42457e+08
Name7387,Surname7387,-4.42457e+08
Name1071,Surname1071,-4.42457e+08
Name7865,Surname7865,-4.42457e+08
Name227,Surname227,-4.42457e+08
Name1937,Surname1937,-4.42457e+08
Name7847,Surname7847,-4.42457e+08
Name1927,Surname1927,-4.42457e+08
Name675,Surname675,-4.42457e+08
Name1157,Surname1157,-4.42457e+08
Name1867,Surname1867,-4.42457e+08
Name7333,Surname7333,-4.42457e+08
Name1831,Surname1831,-4.42457e+08
Name620,Surname620,-4.42457e+08
Name1758,Surname1758,-4.42457e+08
Name1750,Surname1750,-4.42457e+08
Name1675,Surname1675,-4.42457e+08
Name9653,Surname9653,-4.42457e+08
Name9882,Surname9882,-4.42457e+08
Name9852,Surname9852,-4.42457e+08
Name9754,Surname9754,-4.42457e+08
Name7575,Surname7575,-4.42457e+08
Name1320,Surname1320,-4.42457e+08
Name7611,Surname7611,-4.42457e+08
Name2573,Surname2573,-4.42457e+08
Name9365,Surname9365,-4.42457e+08
Name933,Surname933,-4.42457e+08
Name9377,Surname9377,-4.42457e+08
Name760,Surname760,-4.42457e+08
Name7129,Surname7129,-4.42457e+08
Name8007,Surname8007,-4.42457e+08
Name943,Surname943,-4.42457e+08
Name7174,Surname7174,-4.42457e+08
Name4638,Surname4638,-4.42457e+08
Name4728,Surname4728,-4.42457e+08
Name4710,Surname4710,-4.42457e+08
Name4693,Surname4693,-4.42457e+08
Name9892,Surname9892,-4.42457e+08
Name5535,Surname5535,-4.42457e+08
Name4676,Surname4676,-4.42457e+08
Name4652,Surname4652,-4.42457e+08
Name4747,Surname4747,-4.42457e+08
Name919,Surname919,-4.42457e+08
Name1224,Surname1224,-4.42457e+08
Name4569,Surname4569,-4.42457e+08
Name1241,Surname1241,-4.42457e+08
Name1261,Surname1261,-4.42457e+08
Name890,Surname890,-4.42457e+08
Name4475,Surname4475,-4.42457e+08
Name1300,Surname1300,-4.42457e+08
Name5354,Surname5354,-4.42457e+08
Name9913,Surname9913,-4.42457e+08
Name9911,Surname9911,-4.42457e+08
Name1019,Surname1019,-4.42457e+08
Name5154,Surname5154,-4.42457e+08
Name5272,Surname5272,-4.42457e+08
Name8536,Surname8536,-4.42457e+08
Name5124,Surname5124,-4.42457e+08
Name121,Surname121,-4.42457e+08
Name9905,Surname9905,-4.42457e+08
Name5048,Surname5048,-4.42457e+08
Name5488,Surname5488,-4.42457e+08
Name1150,Surname1150,-4.42457e+08
Name8591,Surname8591,-4.42457e+08
Name8458,Surname8458,-4.42457e+08
Name4903,Surname4903,-4.42457e+08
Name1006,Surname1006,-4.42457e+08
Name4885,Surname4885,-4.42457e+08
Name106,Surname106,-4.42457e+08
Name5431,Surname5431,-4.42457e+08
Name5184,Surname5184,-4.42457e+08
Name5452,Surname5452,-4.42457e+08
Name9384,Surname9384,-4.42457e+08
Name9573,Surname9573,-4.42457e+08
Name657,Surname657,-4.42457e+08
Name3470,Surname3470,-4.42457e+08
Name9160,Surname9160,-4.42457e+08
Name7988,Surname7988,-4.42457e+08
Name9503,Surname9503,-4.42457e+08
Name3384,Surname3384,-4.42457e+08
Name3382,Surname3382,-4.42457e+08
Name2096,Surname2096,-4.42457e+08
Name2210,Surname2210,-4.42457e+08
Name3312,Surname3312,-4.42457e+08
Name2494,Surname2494,-4.42457e+08
Name3550,Surname3550,-4.42457e+08
Name3245,Surname3245,-4.42457e+08
Name3229,Surname3229,-4.42457e+08
Name3224,Surname3224,-4.42457e+08
Name3179,Surname3179,-4.42457e+08
Name3177,Surname3177,-4.42457e+08
Name595,Surname595,-4.42457e+08
Name2540,Surname2540,-4.42457e+08
Name2578,Surname2578,-4.42457e+08
Name2954,Surname2954,-4.42457e+08
Name2938,Surname2938,-4.42457e+08
Name2682,Surname2682,-4.42457e+08
Name503,Surname503,-4.42457e+08
Name9785,Surname9785,-4.42457e+08
Name1357,Surname1357,-4.42457e+08
Name1521,Surname1521,-4.42457e+08
Name4380,Surname4380,-4.42457e+08
Name4303,Surname4303,-4.42457e+08
Name4270,Surname4270,-4.42457e+08
Name4258,Surname4258,-4.42457e+08
Name8800,Surname8800,-4.42457e+08
Name8822,Surname8822,-4.42457e+08
Name1539,Surname1539,-4.42457e+08
Name4123,Surname4123,-4.42457e+08
Name469,Surname469,-4.42457e+08
Name1669,Surname1669,-4.42457e+08
Name1686,Surname1686,-4.42457e+08
Name3898,Surname3898,-4.42457e+08
Name1865,Surname1865,-4.42457e+08
Name9011,Surname9011,-4.42457e+08
Name541,Surname541,-4.42457e+08
Name676,Surname676,-4.42457e+08
Name9628,Surname9628,-4.42457e+08
Name1910,Surname1910,-4.42457e+08
Name3559,Surname3559,-4.42457e+08
Name3557,Surname3557,-4.42457e+08
Name6862,Surname6862,-4.42457e+08
Name7437,Surname7437,-4.42457e+08
Name317,Surname317,-4.42457e+08
Name8218,Surname8218,-4.42457e+08
Name8134,Surname8134,-4.42457e+08
Name6634,Surname6634,-4.42457e+08
Name6740,Surname6740,-4.42457e+08
Name7728,Surname7728,-4.42457e+08
Name6790,Surname6790,-4.42457e+08
Name8169,Surname8169,-4.42457e+08
Name6015,Surname6015,-4.42457e+08
Name7791,Surname7791,-4.42457e+08
Name7224,Surname7224,-4.42457e+08
Name8130,Surname8130,-4.42457e+08
Name7209,Surname7209,-4.42457e+08
Name157,Surname157,-4.42457e+08
Name8118,Surname8118,-4.42457e+08
Name6745,Surname6745,-4.42457e+08
Name6209,Surname6209,-4.42457e+08
Name8173,Surname8173,-4.42457e+08
Name6233,Surname6233,-4.42457e+08
Name289,Surname289,-4.42457e+08
Name291,Surname291,-4.42457e+08
Name7567,Surname7567,-4.42457e+08
Name6294,Surname6294,-4.42457e+08
Name145,Surname145,-4.42457e+08
Name8178,Surname8178,-4.42457e+08
Name8181,Surname8181,-4.42457e+08
Name6371,Surname6371,-4.42457e+08
Name6396,Surname6396,-4.42457e+08
Name6385,Surname6385,-4.42457e+08
Name6390,Surname6390,-4.42457e+08
Name7503,Surname7503,-4.42457e+08
Name5664,Surname5664,-4.42457e+08
Name8343,Surname8343,-4.42457e+08
Name8003,Surname8003,-4.42457e+08
Name8241,Surname8241,-4.42457e+08
Name5738,Surname5738,-4.42457e+08
Name7108,Surname7108,-4.42457e+08
Name7992,Surname7992,-4.42457e+08
Name7179,Surname7179,-4.42457e+08
