Name,Surname,FinalScore
Name34,Surname34,5
Name98,Surname98,5
Name474,Surname474,5
Name779,Surname779,5
Name782,Surname782,5
Name1238,Surname1238,5
Name1292,Surname1292,5
Name1419,Surname1419,5
Name1714,Surname1714,5
Name1766,Surname1766,5
Name1795,Surname1795,5
Name1816,Surname1816,5
Name2281,Surname2281,5
Name2296,Surname2296,5
Name2370,Surname2370,5
Name2613,Surname2613,5
Name2652,Surname2652,5
Name2674,Surname2674,5
Name2976,Surname2976,5
Name3342,Surname3342,5
Name3856,Surname3856,5
Name3962,Surname3962,5
Name4328,Surname4328,5
Name4531,Surname4531,5
Name4651,Surname4651,5
Name4827,Surname4827,5
Name4848,Surname4848,5
Name5007,Surname5007,5
Name5290,Surname5290,5
Name5307,Surname5307,5
Name5488,Surname5488,5
Name5567,Surname5567,5
Name5589,Surname5589,5
Name5721,Surname5721,5
Name5776,Surname5776,5
Name5850,Surname5850,5
Name6024,Surname6024,5
Name6307,Surname6307,5
Name6536,Surname6536,5
Name6565,Surname6565,5
Name6655,Surname6655,5
Name6667,Surname6667,5
Name6692,Surname6692,5
Name6733,Surname6733,5
Name7694,Surname7694,5
Name8231,Surname8231,5
Name8378,Surname8378,5
Name8785,Surname8785,5
Name8977,Surname8977,5
Name9108,Surname9108,5
Name9132,Surname9132,5
Name9410,Surname9410,5
Name9928,Surname9928,5
Name10438,Surname10438,5
Name10449,Surname10449,5
Name10497,Surname10497,5
Name10554,Surname10554,5
Name10573,Surname10573,5
Name10734,Surname10734,5
Name10806,Surname10806,5
Name10864,Surname10864,5
Name10879,Surname10879,5
Name11845,Surname11845,5
Name12166,Surname12166,5
Name12625,Surname12625,5
Name12630,Surname12630,5
Name12733,Surname12733,5
Name12757,Surname12757,5
Name13109,Surname13109,5
Name13154,Surname13154,5
Name13331,Surname13331,5
Name13335,Surname13335,5
Name13426,Surname13426,5
Name13471,Surname13471,5
Name13599,Surname13599,5
Name13644,Surname13644,5
Name13768,Surname13768,5
Name13827,Surname13827,5
Name13896,Surname13896,5
Name14022,Surname14022,5
Name14100,Surname14100,5
Name14277,Surname14277,5
Name14410,Surname14410,5
Name14478,Surname14478,5
Name14619,Surname14619,5
Name14695,Surname14695,5
Name14931,Surname14931,5
Name14958,Surname14958,5
Name15023,Surname15023,5
Name15161,Surname15161,5
Name15222,Surname15222,5
Name15301,Surname15301,5
Name15576,Surname15576,5
Name15942,Surname15942,5
Name16255,Surname16255,5
Name16655,Surname16655,5
Name16795,Surname16795,5
Name16944,Surname16944,5
Name17120,Surname17120,5
Name17154,Surname17154,5
Name17183,Surname17183,5
Name17328,Surname17328,5
Name17495,Surname17495,5
Name17898,Surname17898,5
Name18061,Surname18061,5
Name18271,Surname18271,5
Name18403,Surname18403,5
Name18514,Surname18514,5
Name18538,Surname18538,5
Name19316,Surname19316,5
Name19569,Surname19569,5
Name19603,Surname19603,5
Name19634,Surname19634,5
Name19682,Surname19682,5
Name19683,Surname19683,5
Name19755,Surname19755,5
Name19926,Surname19926,5
Name19959,Surname19959,5
Name19973,Surname19973,5
Name20029,Surname20029,5
Name20035,Surname20035,5
Name20070,Surname20070,5
Name20648,Surname20648,5
Name20673,Surname20673,5
Name20902,Surname20902,5
Name20921,Surname20921,5
Name21007,Surname21007,5
Name21163,Surname21163,5
Name21220,Surname21220,5
Name21240,Surname21240,5
Name21560,Surname21560,5
Name21811,Surname21811,5
Name21965,Surname21965,5
Name22011,Surname22011,5
Name22240,Surname22240,5
Name22288,Surname22288,5
Name22947,Surname22947,5
Name22986,Surname22986,5
Name23069,Surname23069,5
Name23120,Surname23120,5
Name23309,Surname23309,5
Name23377,Surname23377,5
Name23389,Surname23389,5
Name23412,Surname23412,5
Name23494,Surname23494,5
Name23892,Surname23892,5
Name24035,Surname24035,5
Name24153,Surname24153,5
Name24280,Surname24280,5
Name24287,Surname24287,5
Name24547,Surname24547,5
Name24620,Surname24620,5
Name24989,Surname24989,5
Name25002,Surname25002,5
Name25036,Surname25036,5
Name25072,Surname25072,5
Name25369,Surname25369,5
Name25591,Surname25591,5
Name25962,Surname25962,5
Name26073,Surname26073,5
Name26447,Surname26447,5
Name26708,Surname26708,5
Name26722,Surname26722,5
Name26811,Surname26811,5
Name26904,Surname26904,5
Name27563,Surname27563,5
Name27776,Surname27776,5
Name28095,Surname28095,5
Name28109,Surname28109,5
Name28312,Surname28312,5
Name28353,Surname28353,5
Name28373,Surname28373,5
Name28594,Surname28594,5
Name28611,Surname28611,5
Name28623,Surname28623,5
Name28706,Surname28706,5
Name28852,Surname28852,5
Name29116,Surname29116,5
Name29159,Surname29159,5
Name29518,Surname29518,5
Name29590,Surname29590,5
Name29671,Surname29671,5
Name29729,Surname29729,5
Name29750,Surname29750,5
Name30177,Surname30177,5
Name30297,Surname30297,5
Name30482,Surname30482,5
Name30543,Surname30543,5
Name30744,Surname30744,5
Name30811,Surname30811,5
Name30959,Surname30959,5
Name30961,Surname30961,5
Name30987,Surname30987,5
Name31000,Surname31000,5
Name31079,Surname31079,5
Name31279,Surname31279,5
Name31444,Surname31444,5
Name31848,Surname31848,5
Name31924,Surname31924,5
Name31994,Surname31994,5
Name32054,Surname32054,5
Name32127,Surname32127,5
Name32167,Surname32167,5
Name32548,Surname32548,5
Name32752,Surname32752,5
Name32778,Surname32778,5
Name32819,Surname32819,5
Name33045,Surname33045,5
